matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60
98181304,805,80054,80100,80581,80700,80535,80708,80192,0,905,0,12,0,14,905,-2,-7.955801104972376
98181304,805,80054,80100,80581,80700,80535,80304,80192,905,1477,12,25,14,21,572,6,37.76223776223777
98181304,805,80054,80100,80581,998998,80535,80304,80192,1477,1820,25,27,21,28,343,-5,-52.47813411078717
98181304,805,80054,80100,80581,80700,80535,80304,80192,1820,2278,27,34,28,33,458,2,15.720524017467248
98181304,805,80054,80100,80581,80700,80535,80708,80192,2278,2723,34,41,33,41,445,-1,-8.089887640449438
98181304,805,80054,80100,80700,80535,80192,80304,80604,2723,2762,41,41,41,42,39,-1,-92.3076923076923
98181304,805,80054,80100,998998,80535,80192,80304,80604,2762,3301,41,49,42,52,539,-2,-13.358070500927646
98181304,805,80054,80100,998998,80535,1001698,80304,80192,3301,3477,49,51,52,56,176,-2,-40.909090909090914
98181304,805,80054,80100,998998,80535,1001698,80708,80192,3477,3636,51,53,56,59,159,-1,-22.641509433962266
98181304,806,80475,80072,80574,80105,991904,1003784,80048,0,1477,0,21,0,25,1477,-4,-9.74949221394719
98181304,806,80072,80475,80574,80105,991904,1003784,80048,1477,1820,21,28,25,27,343,5,52.47813411078717
98181304,806,80072,80475,80069,80574,80105,1003784,80048,1820,2723,28,41,27,41,903,-1,-3.9867109634551494
98181304,806,80052,80475,80069,80574,80105,1003784,80048,2723,3636,41,59,41,53,913,6,23.65826944140197
