matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
109850102,811,813,6.0,9.0,0.0,0.0,1.0,46.0,60.0,46.0,4.0,4.0,14.0,126.0,47.0,65.0,19.0,74.0,32.0,42.0,53.0,5.0,48.0,28.0,14.0,6.0,9.0,9.0,0.0,60.0,281.5,11.0,3.0,65.0,57.0,12.0,33.0,83.0,9.0,45.0,0.0,17.0,3.0,82.95391449194892,57.831325301204814,46.666666666666664,11.16465863453815
109850102,813,811,1.0,4.0,0.0,0.0,1.0,38.0,48.0,35.0,3.0,3.0,10.0,157.0,54.0,76.0,13.0,69.0,27.0,39.0,57.0,15.0,42.0,22.0,9.0,11.0,9.0,9.0,0.0,13.0,171.5,12.0,0.0,76.0,47.0,8.0,35.0,90.0,4.0,55.0,0.0,33.0,2.0,89.95002776235425,46.666666666666664,57.831325301204814,-11.16465863453815
