matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60,oppSquadId
109850102,813,80100,80444,80424,80105,80099,998411,80225,0,2085,0,23,0,31,2085,-8,-13.81294964028777,811
109850102,813,80100,80444,80776,80105,80099,998411,80225,2085,2427,23,27,31,35,342,0,0.0,811
109850102,813,80198,80100,80776,80105,80099,998411,80225,2427,3602,27,42,35,48,1175,2,6.127659574468085,811
109850102,811,80113,993463,80296,994224,80299,80577,80343,0,1475,0,22,0,18,1475,4,9.76271186440678,813
109850102,811,80113,993463,80574,994224,80299,80577,80343,1475,1802,22,26,18,21,327,1,11.009174311926605,813
109850102,811,80113,80293,80574,994224,80299,998404,80343,1802,2427,26,35,21,27,625,3,17.28,813
109850102,811,80113,80293,80574,994224,80701,998404,80343,2427,2702,35,37,27,32,275,-3,-39.27272727272727,813
109850102,811,80293,993463,80574,994224,80701,998404,80343,2702,3030,37,42,32,37,328,0,0.0,813
109850102,811,80293,993463,80296,994224,80701,998404,80343,3030,3257,42,46,37,39,227,2,31.718061674008812,813
109850102,811,80293,993463,80296,994224,80701,80577,80343,3257,3602,46,48,39,42,345,-1,-10.434782608695652,813
