matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,lastCentrePass,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,timeout,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
124381302,807,8117,51,23,51,23,1,4,0,0,1,59,68,44,3,3,8,11,70,91,12,50,19,41,13,48,74,20,41,13,54,44,6,4,5,6,Q4 14:11,11,25,319,20,3,65,6,67,30,8,54,45,2,0,1,57,15,5.0,99.0,99.0,54.54545454545454,75.78819725141472,-21.242742705960175
124381302,8117,807,72,11,72,11,1,2,0,0,4,56,80,26,4,4,8,12,78,115,14,64,16,67,8,70,83,8,67,8,75,52,9,14,6,5,Q4 14:50,3,38,528,9,2,36,8,83,19,9,52,55,2,0,1,93,7,3.04,98.96,98.96,75.78819725141472,54.54545454545454,21.242742705960175
