attempt1,attempt2,goal1,goal2,goalMisses,goalAssists,feeds,feedWithAttempt,centrePassReceives,gain,intercepts,deflections,deflectionWithGain,deflectionWithNoGain,rebounds,pickups,contactPenalties,obstructionPenalties,generalPlayTurnovers,interceptPassThrown,badHands,badPasses,offsides,minutesPlayed,roundNo,matchId,squadId,oppSquadId,fantasyScore
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.489089052901448,4.349558162179201,2.0821263252202478,4.580145623516542,0.6934688239936859,3.483527726621649,0.844304690255084,0.7884190980624933,10.974536083807463,2.235080610700838,1.5483337438857023,0.5567623967295554,0.04958494128099058,0.0,0.0,50.146755551293786,1.0,116650101.0,8119.0,801.0,98.05690972950461
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6747349533987905,3.0321242332089744,1.5499750622946853,3.290899252188654,0.41692174127435017,2.445997064783974,0.5964855299263406,0.6012519044037529,10.511748995267618,2.024556642767457,1.373089286451572,0.36800245662521114,0.024150374747194354,0.0,0.0,50.25212141441804,2.0,116650203.0,8119.0,810.0,79.32148586089129
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4813880649564237,3.56284790458337,1.6948750767072849,4.014901949211314,0.49403261037442353,3.058196721311475,0.7068957337095626,0.5314926660914582,10.580373477694298,1.5781792320698989,1.2443992529570451,0.2966918206262469,0.02331772053083529,0.0,0.0,50.68966887614638,3.0,116650302.0,8119.0,806.0,87.60485293409366
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.215226529543681,3.5822834876362357,1.4498569626648927,3.6894592035931835,0.44732604458004915,2.700806910132879,0.6847826086956522,0.4714195239778485,11.811532542512499,1.8252214538678255,1.142587224277089,0.29928588064702744,0.01036733131255723,0.0,0.0,50.763634121301344,4.0,116650403.0,8119.0,8117.0,83.23445815304414
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.194434223804094,4.195046967283501,1.5076969370624942,3.8654645066713047,0.39760307824620383,2.879822338358107,0.8489873980627323,0.44208994219565884,10.56532596797597,1.4983089294086904,1.1385890160312861,0.2673684550430276,0.005238075674787396,0.0,0.0,50.682808178064604,5.0,116650502.0,8119.0,8118.0,88.40661155138628
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1325114763590296,2.9721548643183837,1.2419106905868986,3.7598103251940644,0.3532207338380897,2.843995198154311,0.433549962925808,0.4193201745275417,9.695227945823367,1.5820394529453476,1.0226976647480794,0.19269019021768993,0.004002875535078261,0.0,0.0,50.7988691236576,6.0,116650603.0,8119.0,807.0,79.10666211701758
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0513542610652533,3.470854555744199,1.145660591553881,3.9540649023696854,0.42554885545342785,2.794756449162021,0.6163838975407531,0.4229724037594354,10.872676721974635,1.4715974196807011,0.9382273742243884,0.16446432688651136,0.0032892988702824715,0.0,0.0,50.79380411238741,7.0,116650704.0,8119.0,804.0,82.26843130839632
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2888135372485285,2.621059485160816,1.1169793660091323,2.9326358983818213,0.25784969337340236,2.1057581472530855,0.42603887840624866,0.36635204039452035,10.270805750713205,1.6698792411468741,1.043310472971421,0.20110755188906929,0.001725518788982369,0.0,0.0,50.39570644830711,8.0,116650803.0,8119.0,810.0,71.45884915848421
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.018549992511869,2.7150275563611994,1.0935583951335062,3.646463254426335,0.3056255915199697,2.7362550842227296,0.366751970621418,0.34376197283718796,9.599130088078581,1.5057988048701,0.9481679857520422,0.1508015385769235,0.001672654488617516,0.0,0.0,50.83864121168042,9.0,116650903.0,8119.0,807.0,75.35878139991028
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9265610855844917,3.8600355927168466,1.2618860536677656,3.7007637399152244,0.3210598129987609,2.715852719808416,0.7127314363242835,0.34115990227929516,10.090241553392579,1.3588063655913096,0.9295250290130468,0.18091304318641016,0.0016938151549485024,0.0,0.0,50.72303029469926,10.0,116651003.0,8119.0,8118.0,84.05658367133195
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8449841734646202,3.7472714796934086,1.4071078952968716,4.05300836033098,0.3625562429696288,2.8939971213275757,0.5030993466242252,0.35540443808160344,10.521173118729134,1.4806122960744557,0.9637644816690908,0.1797859632870968,0.0018596921615953782,0.0,0.0,50.72731294752115,11.0,116651104.0,8119.0,801.0,84.26032942837439
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.00801204621698,3.1986149970055027,1.2992605906377073,3.776394278362944,0.28461312796304056,2.8306063967461634,0.47591409595330453,0.29569950018325536,10.248780110784718,1.2150748702975736,0.8892703440819449,0.14382261193131965,0.0034004172939281095,0.0,0.0,50.83832484336531,12.0,116651201.0,8119.0,806.0,80.47897013050917
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8946276037425123,3.290317963886172,1.1418459551063078,3.482323185945654,0.27767427418102775,2.4815335324426298,0.5064656192324074,0.28063569721242937,11.612140607549573,1.5085826147449484,0.8770397327918934,0.16931230129784333,0.0004997758690496848,0.0,0.0,51.127676323991956,13.0,116651304.0,8119.0,8117.0,76.79428859043226
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8211435507136629,3.347207009857612,1.0257625815550508,3.885847000882089,0.335657362994297,2.691052686048417,0.5127009756274696,0.3121444682840953,10.98939324925553,1.3535294410373677,0.8469716106801922,0.1287893275845083,0.0,0.0,0.0,50.853702186125204,14.0,116651404.0,8119.0,804.0,78.95096522516299
