attempt1,attempt2,goal1,goal2,goalMisses,goalAssists,feeds,feedWithAttempt,centrePassReceives,gain,intercepts,deflections,deflectionWithGain,deflectionWithNoGain,rebounds,pickups,contactPenalties,obstructionPenalties,generalPlayTurnovers,interceptPassThrown,badHands,badPasses,offsides,minutesPlayed,roundNo,matchId,squadId,oppSquadId,fantasyScore
0.0,0.0,0.0,0.0,0.0,8.610743277333375,18.204008420698898,10.969958252054138,12.661676196933014,0.267572553865793,0.1149838645404561,0.8543911047544349,0.03563111798042246,0.6110991786318587,0.0,0.8273982530070988,1.7402742609095991,0.25963544695442103,4.032089290427412,1.116807325537313,0.21473186731347016,0.16000289070568186,0.13110069188718193,47.27792134318459,1.0,116650103.0,804.0,807.0,64.45734030171838
0.0,0.0,0.0,0.0,0.0,8.290095226162135,17.676791500719943,10.761148832647454,12.693441378751636,0.18729505337333427,0.08009412891998337,0.7158727730480557,0.011394889854717814,0.5074110671936759,0.0,0.5885244512246801,1.7648963177881125,0.14053433462752707,3.7658227848101267,0.9524959742351048,0.17851653177740137,0.07879808910068742,0.05835511323402558,47.09723879121596,2.0,116650201.0,804.0,806.0,62.17803113655643
0.0,0.0,0.0,0.0,0.0,8.27236577583504,18.349972021184957,10.867226872099993,12.685538153634107,0.18807151163060043,0.05072418347473753,0.5800054436581382,0.004508945662942103,0.37471138498088274,0.0,0.5750975960550647,1.6460043538491984,0.11149038833056756,3.880005363327419,1.0178399534443214,0.10250379876697348,0.04800219941348974,0.03830951657038613,47.41196099232035,3.0,116650301.0,804.0,8118.0,60.67212912338812
0.0,0.0,0.0,0.0,0.0,7.977649840649737,18.296749193204647,10.71933671277601,14.15624494649227,0.0915542258788332,0.023320417287630398,0.39804129107298636,0.000883048620236531,0.24413771996939554,0.0,0.49185144927536234,1.5702005393478795,0.1032635906806761,3.9833443865466602,0.8991507692307692,0.07778145695364237,0.03368955223880597,0.019482200647249186,47.31033250641983,4.0,116650401.0,804.0,810.0,58.12757828562401
0.0,0.0,0.0,0.0,0.0,7.970083582930139,18.109342236791836,10.4288134621498,12.750513524715227,0.08825542235215722,0.014452315236098613,0.40432835889881463,0.0,0.24610158193404588,0.0,0.42376615302901355,1.760258375246286,0.08464880314979865,3.6426382769720282,0.9202703779264098,0.0503115128753803,0.01922752836834905,0.018456440046227204,48.04079324545196,5.0,116650501.0,804.0,8117.0,58.044117650656794
0.0,0.0,0.0,0.0,0.0,7.57652909318795,18.05495730295921,10.346544504493295,11.689846871629376,0.09533126036323836,0.014985282312014984,0.42777393088991006,0.0,0.24350810230365927,0.0,0.40317491345094103,1.5407194532438335,0.06829791259380714,3.6551680645771585,0.8445813621609838,0.038800529969244824,0.011804100118041002,0.0121012101210121,47.22604658356906,6.0,116650602.0,804.0,801.0,55.95613831392914
0.0,0.0,0.0,0.0,0.0,8.383950475043598,20.23242381986893,11.138688181445955,12.203290536418923,0.09910805879450897,0.02234917335250097,0.3684725309622102,0.0,0.1876056503840843,0.0,0.4449141634221311,1.3651447255668443,0.05051042084273922,3.7248881202224564,0.7082994965080396,0.029771141533616107,0.01570110228146629,0.005216634753555905,47.425174558263706,7.0,116650704.0,804.0,8119.0,60.12534109247933
0.0,0.0,0.0,0.0,0.0,8.307877124761257,18.112480495004696,10.725471634360161,12.003760565871058,0.051846915245704034,0.00910303583452739,0.34004666176611587,0.0,0.19688019639685492,0.0,0.36444890243582095,1.3669142102145884,0.0544669880275907,3.478414048192662,0.6309983435012727,0.03416495289785938,0.013779750081551315,0.005784458847707055,47.65318023916167,8.0,116650801.0,804.0,807.0,59.80195587174151
0.0,0.0,0.0,0.0,0.0,8.111677930839027,18.617917748891852,10.824128055711636,12.204861675645015,0.07113499010836283,0.007270961635382479,0.3308621083115572,0.0005158180592670616,0.19247360321245846,0.0,0.339186504883911,1.3935202473746087,0.04142012827308411,3.553129786308389,0.7729355814958928,0.030567468985223806,0.010304839864018608,0.008482380883137026,47.86895959853277,9.0,116650902.0,804.0,8118.0,58.514982240276424
0.0,0.0,0.0,0.0,0.0,7.8401422484538035,18.481001179912067,10.652470410140877,13.760258228193306,0.031507253002690784,0.006261509551408741,0.23462896359012161,0.0,0.12634110746689517,0.0,0.2971700630484337,1.3414146745903082,0.04664492180187437,3.6919796631506867,0.6678395985918343,0.026519677687936987,0.007617357714321606,0.002919601163754726,47.556193724876955,10.0,116651002.0,804.0,810.0,55.992537424186246
