matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,timeInPossession,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
95630104,807,1,4,1,0,1,52,54,2,16,86,7,22,61,11,50,31,4,14,5,0,17,4,0,71,10,6,57,0,22,79,82.79475982532752,63.29113924050633,73.07692307692307,-9.785783836416734
95630104,810,0,5,0,1,1,51,48,0,13,73,4,33,63,6,57,36,3,17,4,0,28,2,1,76,10,2,43,0,17,78,81.7467248908297,73.07692307692307,63.29113924050633,9.785783836416734
