matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60
98190101,806,80052,80072,80069,80574,80105,1003784,80048,0,1804,0,37,0,25,1804,12,23.946784922394677
98190101,806,80052,80072,80475,80574,80105,1003784,80048,1804,2258,37,45,25,30,454,3,23.78854625550661
98190101,806,80052,80072,80475,80574,80105,991904,80048,2258,2722,45,53,30,35,464,3,23.275862068965516
98190101,806,80052,80475,80069,80574,80105,991904,80048,2722,2898,53,56,35,37,176,1,20.454545454545457
98190101,806,80052,80475,80069,80574,80105,991904,1001803,2898,3629,56,67,37,53,731,-5,-24.623803009575923
98190101,804,1001717,994215,80041,994224,991901,80577,80010,0,1409,0,20,0,27,1409,-7,-17.88502484031228
98190101,804,1001717,994215,80041,994224,991901,80577,994213,1409,1603,20,22,27,32,194,-3,-55.6701030927835
98190101,804,1001717,80298,80041,994224,991901,80577,994213,1603,1804,22,25,32,37,201,-2,-35.82089552238806
98190101,804,80298,994215,80041,994224,991901,80577,994213,1804,2258,25,30,37,45,454,-3,-23.78854625550661
98190101,804,80298,994215,80041,994224,991901,994226,994213,2258,2354,30,30,45,49,96,-4,-150.0
98190101,804,1001717,80298,80041,994224,991901,994226,994213,2354,2722,30,35,49,53,368,1,9.782608695652174
98190101,804,1001717,994215,80041,80575,80577,994226,994213,2722,3629,35,53,53,67,907,4,15.876515986769569
