matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,rebounds,timeInPossession,tossUpWin,turnovers,pacePer60,offensiveRating,defensiveRating,netRating
102930103,811,833,3,2,0,0,1,50,62,4,24,151,74,19,37,68,10,58,39,13,6,12,0,33,5,1,74,95,6,94,9,43,0,31,93.55819740116118,61.702127659574465,58.42696629213483,3.2751613674396367
102930103,833,811,3,3,0,0,0,48,41,3,7,151,78,13,27,58,6,52,33,8,11,9,0,16,1,1,78,57,10,89,4,57,0,32,88.5816975393973,58.42696629213483,61.702127659574465,-3.2751613674396367
