matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
119150401,7872,9198,2,3,0,0,0,49,49,46,2,2,12,46,62,8,63,26,37,53,10,43,27,5,11,15,5,5,50,12,1,58,12,43,31,6,41,49,0,1,85,7,5.0,79.0,79.0,54.43037974683544,72.41379310344827,-17.98341335661283
119150401,9198,7872,6,4,0,1,0,52,78,35,5,5,17,65,92,24,58,20,62,66,3,63,42,14,7,5,15,1,33,23,5,58,6,63,21,6,48,51,0,0,100,13,1.0,87.0,87.0,72.41379310344827,54.43037974683544,17.98341335661283
