matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,lastCentrePass,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,timeToScore,timeout,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
127150704,801,9698,65,5,65,5,3,1,0,0,1,50,79,33,3,3,8,11,56,80,15,67,19,58,4,50,70,8,58,4,62,44,10,8,6,11,Q4 14:17,0,75,447.5,10,1,45,7,66,19,7,44,55,31,2,0,0,73,12,6.0,83.0,83.0,74.69879518072288,62.82051282051282,11.878282360210065
127150704,9698,801,42,10,42,10,4,2,0,0,0,55,67,58,1,1,10,11,48,61,7,71,24,39,10,45,52,3,39,10,49,38,5,6,11,6,Q4 14:46,2,0,240,9,3,69,3,59,26,0,50,45,33,3,0,1,50,11,0.0,78.0,78.0,62.82051282051282,74.69879518072288,-11.878282360210065
