matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60
117080103,8117,1001357,80475,1022293,80296,1000831,80440,1001920,0,660,0,8,0,19,660,-11,-59.99999999999999
117080103,8117,1001357,80475,1022293,1015543,1000831,80440,1001920,660,759,8,9,19,22,99,-2,-72.72727272727273
117080103,8117,1001357,80475,80296,1015543,1000831,80440,1001920,759,1047,9,13,22,28,288,-2,-25.0
117080103,8117,1001357,80475,80296,1015543,1000831,1001920,80440,1047,1061,13,15,28,28,14,2,514.2857142857142
117080103,8117,1001357,80475,80296,1015543,1000831,1016036,80440,1061,1200,15,18,28,29,139,2,51.798561151079134
117080103,8117,1022298,80475,80296,1015543,1000831,1016036,80440,1200,1412,18,18,29,34,212,-5,-84.90566037735849
117080103,8117,1022298,1001357,80296,1015543,1000831,1016036,80440,1412,1607,18,21,34,38,195,-1,-18.46153846153846
117080103,8117,1022298,1001357,80296,1015543,1016036,1000831,80440,1607,1669,21,21,38,40,62,-2,-116.1290322580645
117080103,8117,1022298,1001357,80296,1000831,1001703,1016036,80440,1669,1850,21,23,40,42,181,0,0.0
117080103,8117,1001357,1022298,80296,1000831,1001703,1016036,80440,1850,1893,23,24,42,43,43,0,0.0
117080103,8117,1001357,1022298,80296,1000831,1001703,80440,1016036,1893,2400,24,32,43,53,507,-2,-14.201183431952664
117080103,801,1001865,1015271,1019168,999806,1020223,1007301,80830,0,636,0,18,0,8,636,10,56.60377358490567
117080103,801,1001865,1015271,1019168,1016033,1020223,1007301,80830,636,703,18,20,8,9,67,1,53.731343283582085
117080103,801,1001865,1015271,1019168,1016033,999806,1007301,80830,703,758,20,22,9,9,55,2,130.9090909090909
117080103,801,1001865,1015271,1016033,1020223,999806,1007301,80830,758,759,22,22,9,9,1,0,0.0
117080103,801,1001865,1015271,1016033,1020223,999806,1007301,1019205,759,1200,22,29,9,18,441,-2,-16.3265306122449
117080103,801,1001865,1007306,1019168,1016033,1020223,1007301,1019205,1200,1626,29,39,18,21,426,7,59.1549295774648
117080103,801,1001865,1007306,1019168,1016033,1020223,1019205,80830,1626,1650,39,40,21,21,24,1,150.0
117080103,801,1022294,1007306,1019168,1016033,1020223,1019205,80830,1650,1800,40,41,21,23,150,-1,-24.0
117080103,801,1022294,1007306,1019168,1016033,999806,1019205,80830,1800,1813,41,41,23,23,13,0,0.0
117080103,801,1022294,1007306,1007301,1016033,999806,1019205,80830,1813,1842,41,42,23,23,29,1,124.13793103448276
117080103,801,1001865,1007306,1007301,1016033,999806,1019205,80830,1842,1867,42,42,23,24,25,-1,-144.0
117080103,801,1001865,1007306,1015271,1016033,999806,1019205,80830,1867,2079,42,45,24,28,212,-1,-16.9811320754717
117080103,801,1007306,1015271,1016033,999806,1012933,1019205,80830,2079,2400,45,53,28,32,321,4,44.859813084112155
