matchId,playerId,squadId,minutesPlayed
117080103,1001865,801,31.45
117080103,1015271,801,28.883333333333333
117080103,1019168,801,22.85
117080103,999806,801,28.883333333333333
117080103,1020223,801,29.083333333333332
117080103,1007301,801,28.0
117080103,80830,801,25.55
117080103,1022294,801,3.2
117080103,1007306,801,20.0
117080103,1012933,801,5.35
117080103,1019205,801,27.35
117080103,1016033,801,29.4
117080103,1001357,8117,36.46666666666667
117080103,80475,8117,23.533333333333335
117080103,1022293,8117,12.65
117080103,80296,8117,38.35
117080103,1000831,8117,40.0
117080103,80440,8117,40.0
117080103,1001920,8117,17.683333333333334
117080103,1019165,8117,0.0
117080103,1022298,8117,20.0
117080103,1016036,8117,22.316666666666666
117080103,1015543,8117,16.816666666666666
117080103,1001703,8117,12.183333333333334
