matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
117080103,801,8117,52.0,6.0,52.0,6.0,1.0,1.0,0.0,1.0,0.0,39.0,88.0,31.0,0.0,0.0,10.0,10.0,51.0,80.0,14.0,71.0,8.0,47.0,3.0,44.0,58.0,8.0,47.0,3.0,50.0,36.0,10.0,4.0,3.0,12.0,4.0,25.0,372.0,5.0,1.0,36.0,2.0,53.0,12.0,4.0,56.0,0.0,50.0,5.0,2.0,70.0,105.0,71.42857142857143,48.333333333333336,23.095238095238095
117080103,8117,801,32.0,5.0,32.0,5.0,2.0,1.0,0.0,0.0,4.0,38.0,59.0,26.0,0.0,0.0,7.0,7.0,29.0,40.0,7.0,43.0,19.0,26.0,3.0,22.0,37.0,8.0,26.0,3.0,29.0,24.0,3.0,2.0,12.0,3.0,3.0,25.0,83.5,13.0,1.0,39.0,3.0,32.0,22.0,7.0,44.0,0.0,40.0,8.0,2.0,60.0,90.0,48.333333333333336,71.42857142857143,-23.095238095238095
