matchId,playerId,squadId,minutesPlayed
80121405,80064,806,60.0
80121405,80072,806,60.0
80121405,80182,806,60.0
80121405,80069,806,60.0
80121405,80163,806,60.0
80121405,80068,806,60.0
80121405,80038,806,60.0
80121405,80299,806,0.0
80121405,80313,806,0.0
80121405,80162,806,0.0
80121405,80306,806,0.0
80121405,80157,806,0.0
80121405,80092,808,15.1
80121405,80088,808,60.0
80121405,80094,808,60.0
80121405,80095,808,60.0
80121405,80096,808,60.0
80121405,80057,808,60.31666666666667
80121405,80098,808,60.31666666666667
80121405,80215,808,0.0
80121405,80093,808,45.21666666666667
80121405,80223,808,0.0
80121405,80183,808,0.0
80121405,80056,808,0.0
