matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
103931104,801,2.0,2.0,0.0,2.0,0.0,57.0,0.0,67.0,2.0,2.0,9.0,138.0,49.0,69.0,7.0,0.0,32.0,42.0,54.0,6.0,48.0,33.0,4.0,11.0,10.0,3.0,0.0,17.0,195.0,13.0,1.0,69.0,81.0,11.0,34.0,90.0,3.0,45.0,0.0,50.0,1.0,89.60176991150442,53.333333333333336,68.22429906542055,-14.890965732087217
103931104,804,2.0,3.0,2.0,0.0,0.0,58.0,0.0,38.0,9.0,9.0,18.0,194.0,78.0,99.0,21.0,0.0,18.0,70.0,83.0,10.0,73.0,47.0,17.0,9.0,3.0,10.0,0.0,20.0,547.5,16.0,4.0,99.0,54.0,11.0,22.0,107.0,4.0,55.0,0.0,26.0,2.0,106.52654867256638,68.22429906542055,53.333333333333336,14.890965732087217
