matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
119150302,7871,7872,1,2,0,0,0,54,74,24,2,2,19,65,90,14,79,16,57,72,8,64,42,11,11,9,9,5,25,11,2,35,5,64,21,5,49,57,0,0,69,8,2.0,92.0,92.0,69.56521739130434,55.294117647058826,14.271099744245518
119150302,7872,7871,5,1,0,0,0,50,63,54,0,0,19,47,63,14,64,26,42,53,6,47,35,9,3,9,9,4,0,17,6,71,10,47,30,5,43,43,0,0,38,16,0.0,85.0,85.0,55.294117647058826,69.56521739130434,-14.271099744245518
