matchId,squadId,oppSquadId,playerId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,quartersPlayed,rebounds,secondPhaseReceive,tossUpWin,turnoverHeld,unforcedTurnovers
119150202,7873,9197,1004498,1,0,0,0,0,0,0,0,2,0,0,7,9,0,0,1,6,0,0,0,1,0,15,0,0,0,2,2,0,1,1,0,2,0,0,0
119150202,7873,9197,1004498,2,1,0,0,0,0,0,0,1,0,2,5,6,0,0,1,4,0,0,0,0,0,15,0,0,0,1,0,0,1,1,0,3,0,0,1
119150202,7873,9197,1004498,3,0,1,0,0,0,0,0,1,1,1,4,7,1,0,2,4,0,0,0,0,0,15,0,0,0,1,1,0,2,1,0,4,0,0,2
119150202,7873,9197,1004498,4,0,0,0,0,0,3,0,0,0,0,3,4,0,0,1,3,0,0,0,0,0,13,0,0,0,0,1,0,1,1,0,3,0,0,1
119150202,7873,9197,1029518,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,1,0,0,0,0,0
119150202,7873,9197,1029518,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,15,0,0,0,1,0,0,1,1,1,1,0,0,1
119150202,7873,9197,1029518,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,1,0,14,0,1,0,3,1,0,2,1,0,0,0,1,1
119150202,7873,9197,1029518,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,1,0,15,0,0,1,2,0,0,2,1,0,0,0,0,1
119150202,7873,9197,1029519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
119150202,7873,9197,1029519,2,0,0,0,0,0,2,0,0,0,0,1,3,1,0,1,1,6,0,6,0,1,15,0,0,0,0,1,6,1,1,1,1,0,1,1
119150202,7873,9197,1029519,3,0,1,0,0,0,3,0,0,0,0,2,3,0,0,1,2,2,0,2,0,0,9,0,0,0,0,2,2,1,1,0,1,0,0,1
119150202,7873,9197,1029519,4,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,3,2,1,0,0,15,2,0,0,0,0,1,3,1,0,5,0,0,2
119150202,7873,9197,1029520,1,0,0,0,0,0,7,0,1,0,0,5,8,0,0,1,3,0,0,0,1,0,15,0,0,0,1,1,0,1,1,0,2,0,0,0
119150202,7873,9197,1029520,2,1,0,0,0,0,5,0,1,0,0,6,8,0,0,1,6,0,0,0,0,0,10,0,0,0,1,0,0,1,1,0,0,0,0,1
119150202,7873,9197,1029520,3,0,0,0,0,1,4,0,0,0,1,5,6,0,0,2,4,0,0,0,1,0,15,0,0,0,0,0,0,2,1,0,2,0,0,1
119150202,7873,9197,1029520,4,0,0,0,0,0,2,0,0,0,0,1,2,0,0,1,1,0,0,0,1,0,6,0,1,0,1,0,0,1,1,0,0,0,0,0
119150202,7873,9197,1029521,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119150202,7873,9197,1029521,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119150202,7873,9197,1029521,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,1,0,0,0
119150202,7873,9197,1029521,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,1,0,0,1,0,1,0,0,0
119150202,7873,9197,1029522,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,9,0,0,0,1,0,0,1,1,0,1,0,0,0
119150202,7873,9197,1029522,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
