matchId,squadId,oppSquadId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,timeInPossession,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
95630203,803,807,1,0,1,0,0,0,12,14,0,5,17,3,8,16,4,12,9,1,2,3,3,2,1,17,1,2,53,0,5,19,72.53446447507953,63.1578947368421,76.47058823529412,-13.312693498452013
95630203,803,807,2,3,2,0,0,0,6,11,0,8,12,2,4,13,4,9,4,2,3,2,3,0,1,15,6,0,44,0,9,22,84.43496801705757,40.909090909090914,66.66666666666666,-25.757575757575744
95630203,803,807,3,0,0,0,0,0,11,19,0,1,24,0,4,16,3,13,11,0,2,0,2,1,0,22,0,1,59,0,2,17,65.59485530546623,76.47058823529412,81.25,-4.779411764705884
95630203,803,807,4,0,0,0,0,0,14,18,1,3,14,1,6,14,2,12,10,1,1,0,4,2,4,23,2,3,44,0,5,17,64.62513199577614,70.58823529411765,80.0,-9.411764705882348
95630203,807,803,1,0,0,0,0,0,9,14,0,5,18,2,7,15,2,13,9,2,2,2,4,3,0,19,3,3,47,0,5,17,64.89925768822906,76.47058823529412,63.1578947368421,13.312693498452013
95630203,807,803,2,0,0,0,0,3,7,18,1,8,17,1,7,12,2,10,5,1,4,0,2,1,0,20,5,2,56,0,4,15,57.569296375266525,66.66666666666666,40.909090909090914,25.757575757575744
95630203,807,803,3,0,0,0,0,0,10,20,1,4,16,2,6,17,4,13,10,3,0,1,4,4,1,24,2,5,41,0,3,16,61.73633440514469,81.25,76.47058823529412,4.779411764705884
95630203,807,803,4,0,0,0,0,0,12,11,0,6,27,0,9,21,5,16,11,2,3,0,6,4,0,17,2,4,56,0,3,20,76.02956705385428,80.0,70.58823529411765,9.411764705882348
