matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,timeInPossession,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
95630203,803,3,3,0,0,0,43,62,1,17,67,6,22,59,13,46,34,4,8,5,0,12,5,6,77,9,6,50,0,21,75,71.78941770805638,61.33333333333333,76.47058823529412,-15.137254901960787
95630203,807,0,0,0,0,3,38,63,2,23,78,5,29,65,13,52,35,8,9,3,0,16,12,1,80,12,14,50,0,15,68,65.08907205530444,76.47058823529412,61.33333333333333,15.137254901960787
