matchId,squadId,oppSquadId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
116950401,813,833,1,0,1,0,0,0,14,71,8,2,2,3,15,19,3,100,4,14,15,1,14,10,3,1,2,1,0,100,6,0,14,2,14,4,1,48,0,100,2,1.0,18.0,72.0,77.77777777777779,76.47058823529412,1.3071895424836697
116950401,813,833,2,1,0,0,0,0,13,100,5,1,1,2,15,23,3,0,4,14,15,1,14,13,0,1,0,1,0,0,1,2,6,2,14,4,1,52,0,50,3,0.0,19.0,76.0,73.68421052631578,60.0,13.68421052631578
116950401,813,833,3,0,1,0,0,0,10,67,6,0,0,4,11,19,2,50,4,9,12,2,10,8,1,1,1,2,2,0,4,1,10,1,10,6,0,47,0,50,4,0.0,18.0,72.0,55.55555555555556,73.68421052631578,-18.128654970760223
116950401,813,833,4,0,0,0,0,0,12,83,5,1,1,2,15,20,3,67,1,12,16,3,13,10,2,1,1,2,2,0,1,0,6,3,13,3,0,55,0,100,1,0.0,19.0,76.0,68.42105263157895,68.75,-0.3289473684210549
116950401,833,813,1,0,0,0,0,0,12,79,5,0,0,1,12,18,2,0,4,12,13,0,13,11,0,2,1,2,0,0,6,0,11,2,13,4,0,52,0,100,1,0.0,17.0,68.0,76.47058823529412,77.77777777777779,-1.3071895424836697
116950401,833,813,2,2,0,0,0,0,13,69,15,1,1,2,14,20,1,0,4,10,15,3,12,9,0,3,1,0,1,0,1,0,16,4,12,5,0,48,0,100,2,0.0,20.0,80.0,60.0,73.68421052631578,-13.68421052631578
116950401,833,813,3,1,1,0,0,0,11,67,14,0,0,2,15,21,2,100,4,13,16,2,14,8,2,4,2,1,0,50,3,0,17,2,14,4,2,53,0,100,2,1.0,19.0,76.0,73.68421052631578,55.55555555555556,18.128654970760223
116950401,833,813,4,0,0,0,0,0,12,75,8,0,0,6,11,17,2,50,4,9,13,2,11,9,1,1,2,1,0,50,4,0,12,1,11,4,2,45,0,100,1,1.0,16.0,64.0,68.75,68.42105263157895,0.3289473684210549
