matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60,oppSquadId
119150103,9199,1001710,1015270,994225,1028099,1001707,1026855,1029493,0.0,900.0,0,20,0,14,900.0,6,24.0,7872
119150103,9199,1001710,1015270,994225,1013076,1001707,1026855,1029493,900.0,1544.0,20,34,14,19,644.0,9,50.310559006211186,7872
119150103,9199,1001710,1028417,994225,1013076,1001707,1026855,1029493,1544.0,1573.0,34,34,19,20,29.0,-1,-124.13793103448276,7872
119150103,9199,1001710,1028417,994225,1013076,1001707,1029499,1029493,1573.0,1800.0,34,39,20,24,227.0,1,15.859030837004406,7872
119150103,9199,1029500,1028417,994225,1013076,1028099,1029499,1004502,1800.0,2700.0,39,53,24,37,900.0,1,4.0,7872
119150103,9199,1029500,1028417,1013076,1028099,1001707,1029499,1004502,2700.0,3600.0,53,69,37,51,900.0,2,8.0,7872
119150103,7872,1029498,1029494,1029495,996140,1013433,1028036,1019166,0.0,662.0,0,10,0,16,662.0,-6,-32.62839879154079,9199
119150103,7872,1028097,1029494,1029495,996140,1013433,1028036,1019166,662.0,1293.0,10,17,16,28,631.0,-5,-28.526148969889064,9199
119150103,7872,1028097,1029494,1029495,996140,1029497,1028036,1019166,1293.0,1544.0,17,19,28,34,251.0,-4,-57.37051792828685,9199
119150103,7872,1028097,1029494,1029495,996140,1013433,1028036,1019166,1544.0,2700.0,19,37,34,53,1156.0,-1,-3.114186851211073,9199
119150103,7872,1028097,1029494,996140,1013433,1029497,1006413,1019166,2700.0,3166.0,37,44,53,59,466.0,1,7.725321888412017,9199
119150103,7872,1028097,997433,996140,1013433,1029497,1006413,1019166,3166.0,3365.0,44,46,59,64,199.0,-3,-54.27135678391959,9199
119150103,7872,1029498,997433,996140,1013433,1029497,1006413,1019166,3365.0,3600.0,46,51,64,69,235.0,0,0.0,9199
