matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
119150103,7872,9199,1,6,0,0,0,55,56,43,1,1,6,54,74,11,73,26,42,66,15,51,35,8,8,12,5,6,40,10,0,53,8,51,32,12,45,56,0,2,62,14,6.0,95.0,95.0,53.68421052631579,66.99029126213593,-13.306080735820139
119150103,9199,7872,1,8,0,0,2,58,74,42,1,1,16,70,76,18,72,18,63,78,9,69,46,13,10,5,12,6,11,19,2,61,6,69,24,7,48,44,0,0,71,13,1.0,103.0,103.0,66.99029126213593,53.68421052631579,13.306080735820139
