matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,rebounds,timeInPossession,tossUpWin,turnovers,pacePer60,offensiveRating,defensiveRating,netRating
99730104,811,812,2,6,0,0,3,57,37,8,20,257,107,15,46,75,9,66,44,12,10,7,0,12,5,2,164,49,13,94,13,49,0,24,91.75704989154013,70.2127659574468,54.11764705882353,16.095118898623276
99730104,812,811,2,5,0,0,1,47,35,0,20,200,75,3,31,59,13,46,31,4,11,3,0,1,3,2,122,36,11,85,3,51,0,29,82.97180043383948,54.11764705882353,70.2127659574468,-16.095118898623276
