matchId,squadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,points,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
111090201,810,75.0,5.0,75.0,5.0,4.0,3.0,0.0,1.0,1.0,56.0,76.0,33.0,6.0,6.0,7.0,14.0,200.0,76.0,107.0,20.0,65.0,16.0,67.0,3.0,66.0,80.0,10.0,67.0,3.0,70.0,47.0,13.0,10.0,3.0,10.0,0.0,30.0,500.0,13.0,1.0,107.0,46.0,17.0,73.0,21.0,100.0,7.0,54.0,0.0,29.0,3.0,100.0,70.0,53.68421052631579,16.315789473684212
111090201,8117,49.0,12.0,49.0,12.0,2.0,5.0,1.0,0.0,0.0,60.0,60.0,23.0,3.0,3.0,15.0,18.0,151.0,55.0,75.0,7.0,86.0,28.0,43.0,8.0,45.0,61.0,10.0,43.0,8.0,51.0,37.0,6.0,8.0,10.0,3.0,0.0,20.0,151.5,8.0,0.0,75.0,31.0,6.0,59.0,34.0,95.0,3.0,46.0,0.0,38.0,2.0,95.0,53.68421052631579,70.0,-16.315789473684212
