matchId,squadId,playerId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers
80351203,802,80028,1,0,0,0,0,0,8,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
80351203,802,80028,2,0,0,0,0,1,4,1,0,1,4,0,3,0,0,0,0,0,1,0,1,3,0,0,0,2
80351203,802,80028,3,1,0,0,0,0,6,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
80351203,802,80028,4,0,0,0,0,1,7,0,0,0,6,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1
80351203,802,80092,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0
80351203,802,80092,2,0,1,0,0,0,3,0,0,0,0,0,0,8,1,7,0,0,0,0,0,0,0,0,0,2
80351203,802,80092,3,2,0,0,0,1,4,0,0,0,2,0,2,9,4,5,0,0,0,0,0,0,0,0,0,4
80351203,802,80092,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351203,802,80107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351203,802,80107,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351203,802,80107,3,0,0,0,0,0,0,2,0,0,10,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0
80351203,802,80107,4,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
80351203,802,80146,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
80351203,802,80146,2,0,1,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1
80351203,802,80146,3,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
80351203,802,80146,4,0,0,0,0,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1
80351203,802,80150,1,0,0,0,0,0,0,0,0,2,2,0,0,11,2,9,0,0,0,0,0,0,0,0,0,1
80351203,802,80150,2,0,1,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,1,0,0,0,1
80351203,802,80150,3,0,0,0,0,0,0,0,0,0,0,0,0,13,3,10,0,0,0,1,0,0,0,1,0,3
80351203,802,80150,4,0,0,0,0,0,0,0,0,0,3,0,2,13,0,13,0,0,0,1,0,0,0,1,0,2
80351203,802,80225,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0
80351203,802,80225,2,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,2,0,0,3,0,0,0,1
80351203,802,80225,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351203,802,80225,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351203,802,80241,1,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0
80351203,802,80241,2,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
80351203,802,80241,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351203,802,80241,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351203,802,80247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351203,802,80247,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351203,802,80247,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,0,4,0,0,0,0
80351203,802,80247,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
80351203,802,80282,1,3,0,0,0,0,3,0,0,0,3,0,2,9,3,6,0,0,0,0,0,0,1,0,0,3
80351203,802,80282,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351203,802,80282,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351203,802,80282,4,1,0,0,0,1,4,2,0,0,3,0,0,7,3,4,0,0,0,2,0,2,1,2,0,3
80351203,802,80314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351203,802,80314,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351203,802,80314,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351203,802,80314,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351203,802,80524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
80351203,802,80524,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0
80351203,802,80524,3,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,3,0,0,3,0,1,0,0
80351203,802,80524,4,0,0,0,0,0,0,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0
80351203,808,80019,1,0,1,0,0,1,6,1,0,0,6,1,5,4,0,4,1,0,0,0,0,1,0,0,0,2
80351203,808,80019,2,1,1,0,0,0,6,2,0,0,7,0,4,6,0,6,0,0,0,1,0,2,1,1,0,2
80351203,808,80019,3,0,0,0,0,1,4,0,0,0,4,0,3,4,2,2,0,0,0,0,0,0,0,0,0,2
80351203,808,80019,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351203,808,80021,1,1,0,0,0,0,0,1,0,0,9,0,8,0,0,0,0,0,0,0,0,1,0,0,0,1
80351203,808,80021,2,0,0,0,0,0,0,2,0,0,3,1,3,0,0,0,1,0,1,0,0,3,0,0,0,0
80351203,808,80021,3,0,1,0,0,0,0,1,0,0,6,0,3,0,0,0,0,0,1,0,0,2,0,0,0,1
80351203,808,80021,4,0,1,0,0,0,0,2,0,0,5,0,5,0,0,0,0,0,0,0,0,2,3,0,0,1
80351203,808,80059,1,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,3,0,0,4,0,1,0,0
