matchId,playerId,squadId,startingPos,startingTime,finishPos,finishTime,duration
80351203,80150,802,GS,0.0,GS,3653.0,3653.0
80351203,80282,802,GA,0.0,S,728.0,728.0
80351203,80282,802,S,728.0,GA,2746.0,2018.0
80351203,80282,802,GA,2746.0,GA,3653.0,907.0
80351203,80028,802,WA,0.0,WA,3653.0,3653.0
80351203,80107,802,S,0.0,C,1836.0,1836.0
80351203,80107,802,C,1836.0,C,3653.0,1817.0
80351203,80146,802,C,0.0,WD,1836.0,1836.0
80351203,80146,802,WD,1836.0,WD,3653.0,1817.0
80351203,80524,802,GD,0.0,GD,3653.0,3653.0
80351203,80247,802,S,0.0,GK,1836.0,1836.0
80351203,80247,802,GK,1836.0,GK,3653.0,1817.0
80351203,80241,802,WD,0.0,S,1836.0,1836.0
80351203,80241,802,S,1836.0,S,3653.0,1817.0
80351203,80092,802,S,0.0,GA,728.0,728.0
80351203,80092,802,GA,728.0,S,2746.0,2018.0
80351203,80092,802,S,2746.0,S,3653.0,907.0
80351203,80225,802,GK,0.0,S,1836.0,1836.0
80351203,80225,802,S,1836.0,S,3653.0,1817.0
80351203,80314,802,S,0.0,S,3653.0,3653.0
80351203,80826,808,GS,0.0,GS,3653.0,3653.0
80351203,80287,808,S,0.0,GA,728.0,728.0
80351203,80287,808,GA,728.0,S,924.0,196.0
80351203,80287,808,S,924.0,GA,2746.0,1822.0
80351203,80287,808,GA,2746.0,GA,3653.0,907.0
80351203,80182,808,S,0.0,WA,2746.0,2746.0
80351203,80182,808,WA,2746.0,WA,3653.0,907.0
80351203,80021,808,C,0.0,C,3653.0,3653.0
80351203,80432,808,S,0.0,WD,3384.0,3384.0
80351203,80432,808,WD,3384.0,WD,3653.0,269.0
80351203,80478,808,S,0.0,GD,3165.0,3165.0
80351203,80478,808,GD,3165.0,GD,3653.0,488.0
80351203,80582,808,S,0.0,GK,3165.0,3165.0
80351203,80582,808,GK,3165.0,GK,3653.0,488.0
80351203,80305,808,GK,0.0,S,3165.0,3165.0
80351203,80305,808,S,3165.0,S,3653.0,488.0
80351203,80095,808,WD,0.0,S,3384.0,3384.0
80351203,80095,808,S,3384.0,S,3653.0,269.0
80351203,80059,808,GD,0.0,S,3165.0,3165.0
80351203,80059,808,S,3165.0,S,3653.0,488.0
80351203,80019,808,GA,0.0,S,728.0,728.0
80351203,80019,808,S,728.0,GA,924.0,196.0
80351203,80019,808,GA,924.0,S,2746.0,1822.0
80351203,80019,808,S,2746.0,S,3653.0,907.0
80351203,80424,808,WA,0.0,S,2746.0,2746.0
80351203,80424,808,S,2746.0,S,3653.0,907.0
