matchId,squadId,oppSquadId,playerId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,quartersPlayed,rebounds,secondPhaseReceive,tossUpWin,turnoverHeld,unforcedTurnovers,reboundsPer60,turnoverHeldPer60,centrePassToGoalPercPer60,penaltiesPer60,deflectionWithNoGainPer60,generalPlayTurnoversPer60,interceptPassThrownPer60,gainPer60,pointsPer60,goalMissesPer60,blockedPer60,deflectionWithGainPer60,goalAssistsPer60,tossUpWinPer60,centrePassReceivesPer60,obstructionPenaltiesPer60,feedsPer60,goalsPer60,offsidesPer60,secondPhaseReceivePer60,badPassesPer60,breaksPer60,blocksPer60,badHandsPer60,missedGoalTurnoverPer60,deflectionPossessionGainPer60,possessionChangesPer60,goalAttemptsPer60,contactPenaltiesPer60,quartersPlayedPer60,minutesPlayedPer60,feedWithAttemptPer60,unforcedTurnoversPer60,pickupsPer60,gainToGoalPercPer60,interceptsPer60,plusMinus,plusMinusPer60
119150404,7867,9197,1004466,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.916666666666667,0,0,0,1,0,0,1,1,0,2,0,1,1,0.0,10.140845070422534,0.0,10.140845070422534,0.0,10.140845070422534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.28169014084507,0.0,0.0,0.0,0.0,0.0,0.0,10.140845070422534,0.0,10.140845070422534,10.140845070422534,60.0,0.0,10.140845070422534,0.0,0.0,0.0,-1.0,-10.140845070422534
119150404,7867,9197,1004478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119150404,7867,9197,1012933,0,1,0,0,0,4,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,30.0,0,1,0,6,0,0,1,2,0,7,0,0,1,0.0,0.0,0.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,4.0,60.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0
119150404,7867,9197,1021262,0,1,0,0,0,0,0,7,0,0,0,23,30,0,0,4,23,0,0,0,0,0,60.0,0,0,0,7,4,0,4,4,0,8,0,1,3,0.0,1.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,30.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,4.0,60.0,23.0,3.0,4.0,0.0,0.0,4.0,4.0
119150404,7867,9197,1022294,1,0,0,0,0,0,0,0,1,1,0,5,5,1,0,3,5,39,1,38,0,0,60.0,0,3,0,3,1,38,3,4,0,1,0,1,3,0.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0,38.0,1.0,0.0,1.0,5.0,0.0,0.0,3.0,5.0,38.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,39.0,0.0,4.0,60.0,5.0,3.0,1.0,0.0,0.0,4.0,4.0
119150404,7867,9197,1022295,0,0,0,0,0,4,0,6,1,1,3,0,1,1,0,3,0,0,0,0,2,0,54.083333333333336,0,1,0,7,1,0,3,4,0,4,0,0,1,0.0,0.0,0.0,7.765793528505393,3.328197226502311,3.328197226502311,2.2187981510015407,1.1093990755007703,0.0,0.0,0.0,1.1093990755007703,0.0,0.0,4.437596302003081,1.1093990755007703,1.1093990755007703,0.0,0.0,4.437596302003081,0.0,0.0,0.0,0.0,0.0,1.1093990755007703,3.328197226502311,0.0,6.656394453004622,4.437596302003081,60.0,0.0,1.1093990755007703,1.1093990755007703,0.0,0.0,5.0,5.546995377503851
119150404,7867,9197,1029529,0,0,0,0,1,2,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,30.0,0,0,0,1,0,0,0,2,0,2,0,0,0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,60.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0
119150404,7867,9197,1029530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119150404,7867,9197,1029533,0,1,0,0,0,22,0,1,0,0,0,17,23,0,0,2,15,21,0,21,0,0,60.0,0,1,0,2,1,21,2,4,0,10,0,0,2,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,21.0,0.0,0.0,0.0,15.0,0.0,22.0,1.0,23.0,21.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,1.0,4.0,60.0,17.0,2.0,1.0,0.0,0.0,4.0,4.0
119150404,7867,9197,1029534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119150404,7867,9197,1029535,0,0,0,0,0,0,0,17,2,2,8,0,0,9,0,0,0,0,0,0,0,6,60.0,0,3,0,20,1,0,0,4,1,0,0,0,0,1.0,0.0,0.0,20.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,4.0,60.0,0.0,0.0,1.0,0.0,6.0,4.0,4.0
119150404,7867,9197,1029538,0,1,0,0,0,15,0,5,1,1,0,12,18,1,0,8,12,0,0,0,4,0,60.0,0,0,0,5,3,0,8,4,0,5,0,0,4,0.0,0.0,0.0,5.0,0.0,8.0,4.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0,15.0,0.0,18.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,5.0,4.0,60.0,12.0,4.0,3.0,0.0,0.0,4.0,4.0
119150404,9197,7867,997815,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2,1,40,3,37,0,0,60.0,2,3,0,5,1,37,4,4,0,1,0,0,3,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,37.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,40.0,2.0,4.0,60.0,1.0,3.0,1.0,0.0,0.0,-4.0,-4.0
119150404,9197,7867,1016036,0,0,0,0,0,0,0,14,0,0,3,0,0,2,0,0,0,0,0,0,0,2,53.86666666666667,0,9,0,23,0,0,0,4,0,1,0,0,0,0.0,0.0,0.0,25.618811881188122,3.341584158415842,0.0,0.0,2.227722772277228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.024752475247526,0.0,0.0,0.0,1.113861386138614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.594059405940595,4.455445544554456,60.00000000000001,0.0,0.0,0.0,0.0,2.227722772277228,0.0,0.0
119150404,9197,7867,1019165,1,1,0,0,0,15,0,0,0,0,1,12,14,2,0,4,11,13,1,12,2,2,35.43333333333333,0,4,0,4,3,12,4,3,0,7,0,0,2,0.0,0.0,0.0,6.773283160865476,1.693320790216369,6.773283160865476,3.386641580432738,3.386641580432738,20.319849482596428,1.693320790216369,0.0,0.0,18.62652869238006,0.0,25.399811853245534,6.773283160865476,23.706491063029166,20.319849482596428,0.0,11.853245531514583,1.693320790216369,0.0,0.0,1.693320790216369,0.0,0.0,6.773283160865476,22.013170272812797,0.0,5.079962370649107,60.0,20.319849482596428,3.386641580432738,5.079962370649107,0.0,3.386641580432738,-3.0,-5.079962370649107
