matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
119160104,7867,9199,2,3,0,0,0,58,76,31,3,3,10,67,94,10,60,23,62,74,6,68,48,6,14,5,7,2,67,19,0,50,9,68,25,4,52,56,0,1,67,17,4.0,95.0,95.0,71.57894736842105,63.33333333333333,8.245614035087726
119160104,9199,7867,3,5,0,0,0,60,70,51,2,2,16,53,56,8,38,31,50,60,3,57,44,3,10,7,5,0,67,17,2,68,4,57,31,3,50,44,0,0,59,21,2.0,90.0,90.0,63.33333333333333,71.57894736842105,-8.245614035087726
