matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
80051303,803,5,8,0,0,3,45,38,8,14,50,0,31,60,7,53,8,0,11,2,1,49,12,10,0,27,85,84.2279108175062,62.35294117647059,60.46511627906976,1.8878248974008258
80051303,806,1,5,0,0,4,45,65,2,13,50,0,32,68,16,52,7,0,25,7,4,90,8,9,0,25,86,85.21882741535921,60.46511627906976,62.35294117647059,-1.8878248974008258
