matchId,playerId,squadId,minutesPlayed
116650104,80826,810,60.0
116650104,1007298,810,45.0
116650104,994215,810,60.0
116650104,80473,810,35.78333333333333
116650104,998408,810,54.21666666666667
116650104,1014130,810,50.766666666666666
116650104,80343,810,59.46666666666667
116650104,1000231,810,15.0
116650104,1005495,810,9.766666666666667
116650104,80534,810,30.0
116650104,1001357,8117,40.88333333333333
116650104,80475,8117,60.0
116650104,80296,8117,60.0
116650104,1000831,8117,45.0
116650104,80440,8117,45.0
116650104,1006231,8117,45.0
116650104,1001920,8117,45.0
116650104,1022298,8117,22.283333333333335
116650104,1022293,8117,26.833333333333332
116650104,1015543,8117,30.0
