matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,passes,penalties,pickups,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
107340103,811,813,1,4,2,0,0,49,70,50,4,4,8,136,54,67,13,69,17,48,61,8,53,37,9,7,6,5,0,25,14,2,67,64,8,20,79.0,6,47,0,32,2.0,78.32553015698154,67.08860759493672,64.1025641025641,2.986043492372616
107340103,813,811,3,1,0,2,0,51,73,43,1,1,9,123,50,54,9,67,18,43,59,9,50,38,6,6,5,6,0,33,11,0,54,54,3,22,78.0,5,53,0,30,3.0,77.33406774993115,64.1025641025641,67.08860759493672,-2.986043492372616
