matchId,squadId,oppSquadId,playerId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,quartersPlayed,rebounds,tossUpWin,turnovers
98181305,807,809,998400,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,807,809,1000831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,807,809,1000831,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,807,809,1000831,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,807,809,1000831,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,807,809,1003787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,807,809,1003787,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,807,809,1003787,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,807,809,1003787,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,807,809,1003788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,807,809,1003788,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,807,809,1003788,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,807,809,1003788,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,809,807,80022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,809,807,80022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,809,807,80022,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,809,807,80022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,809,807,80055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,809,807,80055,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,809,807,80055,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,809,807,80055,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,809,807,80057,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,15,0,1,0,0,0,3,0,2,1,0,0,0
98181305,809,807,80057,2,0,0,0,0,0,4,4,1,0,0,0,1,0,0,0,0,0,15,0,2,0,0,0,6,0,5,1,1,0,0
98181305,809,807,80057,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,1,0,0,2
98181305,809,807,80057,4,0,0,0,0,0,3,2,1,2,0,0,1,0,0,0,0,0,15,0,2,0,0,0,4,0,4,1,1,0,0
98181305,809,807,80058,1,0,0,0,0,0,0,1,0,0,6,0,0,0,5,2,3,0,15,0,0,0,0,0,1,0,6,1,0,0,4
98181305,809,807,80058,2,0,0,1,0,0,0,0,0,0,8,3,0,3,4,1,3,0,15,0,0,0,0,3,0,0,5,1,0,0,0
98181305,809,807,80058,3,0,0,0,0,0,0,2,0,1,11,3,0,1,8,2,6,0,15,0,0,1,0,3,2,0,9,1,1,0,2
98181305,809,807,80058,4,0,1,0,0,0,0,1,0,0,8,4,0,2,4,1,3,0,15,0,1,0,0,4,2,1,5,1,0,0,2
98181305,809,807,80150,1,0,1,0,0,0,5,2,0,0,8,1,1,1,7,0,7,1,15,0,0,0,0,1,2,0,13,1,0,0,1
98181305,809,807,80150,2,0,0,0,0,0,5,0,0,0,11,2,0,0,9,1,8,0,15,0,0,0,0,2,0,0,14,1,0,0,1
98181305,809,807,80150,3,0,0,0,0,0,5,1,0,0,11,2,0,2,9,1,8,0,15,0,0,0,0,2,1,0,14,1,0,0,0
98181305,809,807,80150,4,0,1,0,0,0,6,1,0,1,13,0,1,0,13,4,9,1,15,0,0,0,0,0,1,0,20,1,0,0,5
98181305,809,807,80182,1,0,1,0,0,0,0,2,0,0,17,6,1,2,0,0,0,1,15,0,0,0,0,17,2,1,13,1,0,0,1
98181305,809,807,80182,2,0,1,0,0,0,0,4,0,2,17,5,0,3,0,0,0,0,15,0,2,0,0,17,6,0,12,1,0,0,2
98181305,809,807,80182,3,0,2,0,0,0,0,0,0,0,18,6,0,3,0,0,0,0,15,0,1,0,0,18,1,0,12,1,0,0,2
98181305,809,807,80182,4,0,0,0,0,0,3,0,0,0,11,5,0,2,0,0,0,0,15,0,0,0,0,11,0,1,11,1,0,0,0
98181305,809,807,80479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,809,807,80479,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,809,807,80479,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,809,807,80479,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,1,0,0,0,1,0,1,1,0,0,1
98181305,809,807,80701,1,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,15,0,1,0,1,0,5,0,2,1,0,0,0
98181305,809,807,80701,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,15,0,1,0,1,0,3,2,3,1,0,0,1
98181305,809,807,80701,3,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,15,0,0,0,0,0,0,0,2,1,0,0,0
98181305,809,807,80701,4,0,1,0,0,0,1,2,0,0,12,4,0,2,0,0,0,0,15,0,2,0,0,12,4,0,9,1,0,0,1
98181305,809,807,993041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,809,807,993041,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,809,807,993041,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,809,807,993041,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,809,807,993358,1,0,1,0,0,0,0,5,1,0,1,0,1,0,0,0,0,0,15,0,0,0,0,0,5,1,3,1,1,0,1
98181305,809,807,993358,2,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,0,9,0,0,1,0,0,0
98181305,809,807,993358,3,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,1,15,0,1,0,0,0,6,1,2,1,0,0,0
98181305,809,807,993358,4,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,15,0,3,0,0,0,7,0,1,1,1,0,0
98181305,809,807,994094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,809,807,994094,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,809,807,994094,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,809,807,994094,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98181305,809,807,994117,1,0,0,0,0,0,4,3,0,0,7,7,0,3,0,0,0,0,15,0,0,0,0,7,3,1,6,1,0,0,0
98181305,809,807,994117,2,0,0,0,0,2,2,1,0,0,5,5,0,3,0,0,0,0,15,0,0,0,0,5,1,0,2,1,0,0,2
98181305,809,807,994117,3,0,0,0,0,0,6,1,0,0,7,7,0,1,0,0,0,0,15,0,0,0,0,7,1,0,6,1,0,0,1
98181305,809,807,994117,4,0,0,0,0,0,1,0,0,0,4,4,0,2,0,0,0,0,6,0,1,0,0,4,1,0,1,1,0,0,0
