matchId,playerId,squadId,minutesPlayed
80190101,80054,805,60.0
80190101,80100,805,60.0
80190101,80088,805,60.0
80190101,80063,805,60.0
80190101,80453,805,2.8833333333333333
80190101,80109,805,60.31666666666667
80190101,80192,805,60.0
80190101,80428,805,0.0
80190101,80198,805,0.0
80190101,80379,805,0.0
80190101,80304,805,57.43333333333333
80190101,80059,805,0.0
80190101,80064,806,60.0
80190101,80157,806,30.2
80190101,80075,806,60.0
80190101,80069,806,60.0
80190101,80163,806,30.2
80190101,80006,806,60.31666666666667
80190101,80038,806,60.0
80190101,80299,806,0.0
80190101,80179,806,0.0
80190101,80068,806,30.116666666666667
80190101,80182,806,0.0
80190101,80072,806,30.116666666666667
