matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,points,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
113150101,811,813,2,10,0,0,1,43,62,59,3,3,20,125,47,65,16,63,27,37,52,8,44,29,10,5,4,7,0,38,293,9,0,65,69,8,44,28,77.0,9,42,0,21,3.0,76.97861705081922,57.14285714285714,57.647058823529406,-0.5042016806722671
113150101,813,811,2,3,0,0,1,44,63,35,4,4,10,165,59,83,9,56,18,44,63,14,49,30,5,14,7,4,0,14,301,3,1,83,38,17,49,24,85.0,3,58,0,50,2.0,84.97639544570953,57.647058823529406,57.14285714285714,0.5042016806722671
