matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,timeInPossession,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
95631302,801,1,4,0,0,1,61,51,2,11,72,4,38,72,11,61,48,4,9,2,0,24,6,4,75,7,8,49,0,13,79,78.19631564476217,77.21518987341773,75.0,2.215189873417728
95631302,810,3,5,0,0,0,57,51,3,9,77,10,36,70,7,63,46,9,8,7,0,11,2,2,62,5,5,51,0,16,84,83.14544954632939,75.0,77.21518987341773,-2.215189873417728
