matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,timeInPossession,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
95630703,801,806,1,1,0,0,0,48,56,5,7,62,10,29,68,12,56,0,0,0,5,0,11,7,1,67,14,12,53,0,16,77,76.19571192963167,72.72727272727273,62.82051282051282,9.906759906759916
95630703,806,801,4,3,0,0,1,50,58,2,18,49,9,34,61,12,49,0,0,0,7,0,10,4,2,68,7,6,47,0,21,78,77.1852666300165,62.82051282051282,72.72727272727273,-9.906759906759916
