matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,rebounds,timeInPossession,tossUpWin,turnovers,pacePer60,offensiveRating,defensiveRating,netRating
102940103,811,813,3,3,0,0,1,47,43,2,24,148,70,17,36,64,9,55,35,6,14,8,0,17,4,3,70,60,16,96,6,52,0,36,94.86686796596211,57.291666666666664,46.73913043478261,10.552536231884055
102940103,813,811,0,6,0,0,2,43,41,3,22,133,67,16,28,52,9,43,25,4,14,7,0,15,2,1,67,56,14,92,5,48,0,42,90.91408180071369,46.73913043478261,57.291666666666664,-10.552536231884055
