matchId,playerId,squadId,startingPos,startingTime,finishPos,finishTime,duration
95631403,80295,801,GS,0,GS,3669,3669
95631403,80067,801,GA,0,GA,3669,3669
95631403,80001,801,WA,0,WA,3669,3669
95631403,80576,801,C,0,C,3669,3669
95631403,80045,801,WD,0,WD,3669,3669
95631403,80180,801,GD,0,GD,3669,3669
95631403,80530,801,GK,0,GK,3669,3669
95631403,991899,801,S,0,S,3669,3669
95631403,80449,801,S,0,S,3669,3669
95631403,80440,801,S,0,S,3669,3669
95631403,80439,801,S,0,S,3669,3669
95631403,80472,801,S,0,S,3669,3669
95631403,80444,803,GS,0,S,1825,1825
95631403,80444,803,S,1825,S,3669,1844
95631403,80019,803,GA,0,GA,3669,3669
95631403,80094,803,WA,0,WA,3669,3669
95631403,80175,803,C,0,WD,1825,1825
95631403,80175,803,WD,1825,WD,3669,1844
95631403,80109,803,WD,0,C,1825,1825
95631403,80109,803,C,1825,C,3669,1844
95631403,80099,803,GD,0,GD,3669,3669
95631403,80098,803,GK,0,S,909,909
95631403,80098,803,S,909,S,3669,2760
95631403,80127,803,S,0,GK,909,909
95631403,80127,803,GK,909,GK,3669,2760
95631403,80580,803,S,0,S,3669,3669
95631403,80221,803,S,0,S,3669,3669
95631403,80776,803,S,0,S,3669,3669
95631403,80111,803,S,0,GS,1825,1825
95631403,80111,803,GS,1825,GS,3669,1844
