matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
116650204,801,8118,56.0,7.0,56.0,7.0,3.0,6.0,0.0,2.0,2.0,42.0,64.0,47.0,4.0,4.0,8.0,12.0,58.0,97.0,22.0,68.0,21.0,50.0,3.0,49.0,63.0,10.0,50.0,3.0,53.0,29.0,15.0,9.0,3.0,8.0,7.0,10.0,336.5,20.0,2.0,67.0,5.0,56.0,28.0,12.0,41.0,50.0,0.0,56.0,17.0,1.0,92.0,92.0,57.608695652173914,35.78947368421053,21.819221967963387
116650204,8118,801,35.0,20.0,35.0,20.0,0.0,5.0,2.0,0.0,0.0,41.0,53.0,47.0,4.0,4.0,8.0,12.0,47.0,63.0,11.0,45.0,21.0,25.0,9.0,29.0,55.0,21.0,25.0,9.0,34.0,24.0,5.0,5.0,8.0,3.0,15.0,5.0,122.0,7.0,0.0,54.0,10.0,43.0,36.0,5.0,37.0,50.0,0.0,29.0,16.0,1.0,95.0,95.0,35.78947368421053,57.608695652173914,-21.819221967963387
