playerId,squadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,quartersPlayed,rebounds,secondPhaseReceive,tossUpWin,unforcedTurnovers,reboundsPer60,netPointsPer60,penaltiesPer60,deflectionWithNoGainPer60,generalPlayTurnoversPer60,goal_from_zone2Per60,goal_from_zone1Per60,pointsPer60,goalMissesPer60,goalAssistsPer60,attempt_from_zone2Per60,centrePassReceivesPer60,obstructionPenaltiesPer60,attempt_from_zone1Per60,goalsPer60,offsidesPer60,goal2Per60,goal1Per60,missedGoalTurnoverPer60,deflectionPossessionGainPer60,contactPenaltiesPer60,gainToGoalPercPer60,centrePassToGoalPercPer60,interceptPassThrownPer60,gainPer60,blockedPer60,deflectionWithGainPer60,tossUpWinPer60,feedsPer60,attempt2Per60,attempt1Per60,secondPhaseReceivePer60,badPassesPer60,breaksPer60,blocksPer60,badHandsPer60,possessionChangesPer60,goalAttemptsPer60,deflectionsPer60,quartersPlayedPer60,minutesPlayedPer60,feedWithAttemptPer60,unforcedTurnoversPer60,pickupsPer60,interceptsPer60,plusMinus,plusMinusPer60,turnoverHeld,turnoverHeldPer60,roundNo,gameNo
G.Mentor,Magpies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,12.416666666666666,1.1666666666666667,1.1666666666666667,2.75,3.9166666666666665,0.0,0.0,3.25,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.9166666666666666,56.451388888888886,0.0,38.708333333333336,3.0833333333333335,0.0,15.5,1.0,0.0,0.16666666666666666,4.0,1.0833333333333333,0.3333333333333333,0.0,0.08333333333333333,1.1350867613153743,40.03893732778804,16.9492967320576,2.8163814785554018,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37737888094604,0.0,0.0,0.0,0.0,0.0,0.0,1.2232961115064946,13.571917851111564,0.0,0.0,0.08333333333333333,3.4360130147949306,0.0,1.2232961115064946,0.0,0.0,0.0,0.0,0.33820935019112025,0.0,0.0,0.25,0.0,0.16666666666666666,0.0,4.039677590061896,4.361923655870194,60.0,0.0,0.08333333333333333,1.0258767139910205,0.9942968086397282,-0.3333333333333333,-1.4171518523629951,0.0,0.0,7.166666666666667,2.8333333333333335
J.Harten,GIANTS,29.923076923076923,7.384615384615385,29.923076923076923,7.384615384615385,0.6153846153846154,0.5384615384615384,0.07692307692307693,0.0,0.0,0.38461538461538464,0.0,1.1538461538461537,0.07692307692307693,0.07692307692307693,0.3076923076923077,0.38461538461538464,5.923076923076923,8.23076923076923,0.38461538461538464,0.0,3.076923076923077,28.153846153846153,4.0,5.0,37.30769230769231,5.153846153846154,28.153846153846153,4.0,32.15384615384615,0.6923076923076923,0.3076923076923077,57.17179487179487,4.0,34.42307692307692,0.23076923076923078,0.0,1.3846153846153846,0.6153846153846154,36.15384615384615,7.076923076923077,3.8461538461538463,1.0769230769230769,4.6923076923076925,0.0,2.769230769230769,1.0769230769230769,34.57148228424824,1.4930575242706832,0.3076923076923077,3.2911090769396503,4.113838698243347,29.199980672388467,37.42765806887516,5.273081410677548,5.121933536125419,7.612292781102078,0.38461538461538464,0.23346751006325472,30.974608000207283,33.31381937063181,0.0,4.113838698243347,29.199980672388467,4.11653697753737,0.07692307692307693,1.2595900142074283,0.0,0.0,0.6923076923076923,0.38461538461538464,0.07962135621710088,0.07692307692307693,0.0,8.368892442658792,7.612292781102078,30.974608000207283,4.7084973680718365,0.5384615384615384,0.0,0.0,0.6153846153846154,7.407646054477021,38.58690078130936,0.38461538461538464,4.068434684052492,60.0,6.0450104592023415,2.9807184899533183,0.6153846153846154,0.3076923076923077,-0.07692307692307693,-0.5435819549668985,0.18181818181818182,0.43175821539937637,7.0,2.6923076923076925
L.Scherian,Lightning,0.0,0.0,0.0,0.0,0.5833333333333334,0.75,0.0,0.0,0.08333333333333333,18.083333333333332,0.0,2.1666666666666665,0.0,0.0,0.25,0.25,18.25,28.416666666666668,0.16666666666666666,0.0,5.25,0.0,0.0,14.166666666666666,0.0,0.0,0.0,0.0,0.0,2.25,0.16666666666666666,58.90694444444444,0.0,33.958333333333336,0.5833333333333334,0.3333333333333333,2.8333333333333335,1.25,0.0,5.25,4.0,0.0,9.75,0.0,1.8333333333333333,0.0,34.55516158165291,2.890798824781742,0.2574382249117499,5.35266747403119,0.0,0.0,0.0,0.0,14.399071308021695,0.0,18.436371067583448,0.5834956860562205,0.0,0.0,0.34227929867733003,0.0,0.0,0.0,0.0,2.223969805392189,0.0,0.0,2.316061947452823,0.17561263201066338,0.0,0.0,0.0,28.88082596948625,0.0,0.0,9.863853311862108,0.7631400017339605,0.08333333333333333,0.0,0.5838203915019946,5.35266747403119,0.0,0.2574382249117499,4.079050019308758,60.0,18.556034981565173,1.849283855486723,1.2959337551381902,0.17561263201066338,-4.666666666666667,-4.859969309814224,0.0,0.0,6.833333333333333,2.4166666666666665
A.Brazill,Magpies,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.5833333333333334,10.083333333333334,0.0,8.916666666666666,0.9166666666666666,0.9166666666666666,1.5833333333333333,2.5,1.9166666666666667,2.4166666666666665,1.8333333333333333,0.0,2.5,0.0,0.0,1.5833333333333333,0.0,0.0,0.0,0.0,0.0,1.0833333333333333,0.9166666666666666,59.71944444444444,0.0,31.083333333333332,1.0833333333333333,0.08333333333333333,10.0,1.5,0.0,2.5,4.0,0.0,6.916666666666667,0.0,1.3333333333333333,0.0,31.115533647243478,10.064400627820286,1.5981950166764765,2.514861683343143,0.0,0.0,0.0,0.0,1.5833333333333333,0.0,10.137826172258192,1.0981950166764765,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.9166666666666666,8.96620561114381,0.0,0.0,1.0882872277810476,1.8333333333333333,0.0,0.9166666666666666,0.0,2.4166666666666665,0.0,0.0,6.951343927800667,0.5049538944477143,0.5882872277810477,0.0,0.3333333333333333,2.514861683343143,0.0,2.514861683343143,4.019815577790857,60.0,1.9166666666666667,1.343241122228762,1.5049538944477143,0.9166666666666666,-1.25,-1.1955071610751424,0.18181818181818182,0.18181818181818182,7.5,2.9166666666666665
C.Pitman,1854.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,10.857142857142858,0.0,1.5714285714285714,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.5714285714285714,11.857142857142858,15.857142857142858,0.14285714285714285,0.0,1.1428571428571428,0.0,0.0,9.571428571428571,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,26.55,0.0,32.57142857142857,0.5714285714285714,0.14285714285714285,2.142857142857143,0.42857142857142855,0.0,1.1428571428571428,2.0,0.0,4.0,0.0,0.2857142857142857,0.0,66.01652722628698,4.928097873845435,0.8888888888888888,3.25267475684206,0.0,0.0,0.0,0.0,20.94625093131733,0.0,24.87161576976519,1.442709716908001,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.2222222222222222,3.4853881569374345,0.0,0.0,1.6282769140399245,0.2222222222222222,0.0,0.2222222222222222,0.0,35.59094617529271,0.0,0.0,8.800803593890521,0.422237860661506,0.0,0.0,0.0,3.25267475684206,0.0,1.111111111111111,4.669220626532915,60.0,26.62504262005869,0.6871385229131616,0.7947019867549668,0.0,2.0,0.9710568572434942,0.0,0.0,7.571428571428571,2.7142857142857144
C.Bruce,Fever,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.23076923076923078,0.0,0.8461538461538461,0.0,12.692307692307692,1.0,1.0,6.076923076923077,7.076923076923077,0.3076923076923077,0.38461538461538464,6.6923076923076925,0.0,1.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,2.5384615384615383,59.75,0.0,74.61538461538461,4.3076923076923075,0.15384615384615385,17.0,1.0,0.0,1.0,4.0,2.8461538461538463,0.6153846153846154,0.0,0.6153846153846154,2.8649265011530334,75.05863767307052,17.08002852046118,6.117385313255621,1.004208812132568,0.0,0.0,0.0,0.0,0.3082706766917293,0.0,0.8542974151531877,4.321343209358046,0.0,0.0,0.15728380731282646,0.0,0.0,0.0,1.0041275465332473,12.758685311103134,0.0,0.0,0.23459246356885113,6.724924038639092,0.0,1.0041275465332473,0.0,0.38519375361480623,0.0,0.0,0.6194006378507096,0.0771158665895508,0.0,0.23420688423590338,0.0,1.004208812132568,0.0,7.121512859788869,4.017281344798885,60.0,0.3082706766917293,0.6157701947175631,1.0086406723994423,2.5440501367272557,5.615384615384615,5.67653846658363,0.0,0.0,7.0,2.6153846153846154
M.Proud,Swifts,0.0,0.0,0.0,0.0,0.15384615384615385,0.5384615384615384,0.0,0.0,0.07692307692307693,8.461538461538462,0.0,7.153846153846154,0.3076923076923077,0.3076923076923077,1.6153846153846154,1.9230769230769231,31.0,44.23076923076923,1.0769230769230769,0.0,4.615384615384615,0.0,0.0,25.615384615384617,0.0,0.0,0.0,0.0,0.0,1.6153846153846154,0.7692307692307693,58.258974358974356,0.0,83.38461538461539,1.2307692307692308,0.5384615384615384,8.461538461538462,2.0,0.0,4.615384615384615,3.923076923076923,0.0,11.23076923076923,0.0,2.3076923076923075,0.0,84.55542248979648,8.74140489683453,1.6191735981884627,4.8398098233660445,0.0,0.0,0.0,0.0,26.29583517054795,0.0,9.027633459313153,1.2614150776392445,0.0,0.0,0.5451757544780801,0.0,0.0,0.0,0.3333333333333333,7.403066742272208,0.0,0.0,1.694387280323986,1.109278318580644,0.0,0.3333333333333333,0.0,45.462176956886616,0.0,0.0,11.484148995227873,0.5451757544780801,0.10256410256410256,0.0,0.17948717948717946,4.8398098233660445,0.0,1.952506931521796,4.042012795281556,60.0,31.871656771896042,2.4236848422894934,2.03321899124872,0.7759449852473108,-1.6153846153846154,-1.654628485574782,0.09090909090909091,0.09090909090909091,7.0,2.230769230769231
K.Walsh,Lightning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.4166666666666665,0.0,4.25,0.0,0.0,0.9166666666666666,0.9166666666666666,0.0,0.0,1.6666666666666667,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,1.0,36.67916666666667,0.0,23.666666666666668,2.25,0.08333333333333333,6.5,0.5,0.0,0.16666666666666666,2.9166666666666665,0.3333333333333333,1.9166666666666667,0.0,0.08333333333333333,0.6950114096153355,38.873574565619066,9.932021280884753,1.7009531442890182,0.2973133618640038,0.0,0.0,0.0,0.0,0.0,0.0,3.8645403746275497,3.5904042312006976,0.0,0.0,0.1770956316410862,0.0,0.0,0.0,0.0,6.3416170496840545,0.0,0.0,0.21398002853067047,2.617605806448547,0.0,0.0,0.0,0.0,0.0,0.0,3.1007136128932404,0.0,0.7285923853588651,0.7748963490818794,0.0,0.2973133618640038,0.0,1.7009531442890182,4.976468184047463,60.0,0.0,0.08333333333333333,1.0496451058676062,1.4727891873931132,-5.0,-9.082879874226286,0.0,0.0,6.75,2.4166666666666665
S.Eagland,Fever,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,6.166666666666667,0.6666666666666666,0.0,2.0,0.3333333333333333,0.0,0.0,1.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,18.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,60.0,0.0,0.0,1.0,0.0,9.0,9.0,0.0,0.0,11.333333333333334,2.6666666666666665
A.Brandley,GIANTS,0.0,0.0,0.0,0.0,0.07692307692307693,0.15384615384615385,0.0,0.0,0.38461538461538464,3.8461538461538463,0.0,8.538461538461538,0.7692307692307693,0.7692307692307693,1.7692307692307692,2.5384615384615383,0.23076923076923078,0.38461538461538464,2.769230769230769,0.0,1.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.8461538461538461,54.78333333333333,0.0,30.96153846153846,3.4615384615384617,0.0,12.0,1.0,0.0,1.0,3.923076923076923,1.1538461538461537,2.769230769230769,0.0,0.6153846153846154,1.3137885469419845,34.7367362824562,13.37516768827455,1.8706004024200384,1.0465008998231329,0.0,0.0,0.0,0.0,0.23844332680606717,0.0,4.256747348898644,3.862705825393743,0.0,0.0,0.0,0.0,0.0,0.0,0.8680878161310781,9.512461862880807,0.0,0.0,0.3727810650887574,3.1031557995142474,0.0,0.8680878161310781,0.0,0.39584390356148264,0.0,0.0,3.00711568201973,0.17513825699019536,0.5027012508717548,0.0,0.07692307692307693,1.0465008998231329,0.0,2.7386882185511165,4.327010568294863,60.0,0.23844332680606717,0.6737198347343754,1.143286976560904,0.9212794364411843,1.1538461538461537,0.966671602226839,0.0,0.0,7.0,2.6923076923076925
