matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
80180402,807,808,7,8,0,0,0,39,40,7,23,84,20,24,60,9,51,3,0,17,4,1,57,15,11,0,21,77,76.00767754318618,66.23376623376623,57.14285714285714,9.090909090909093
80180402,808,807,3,6,0,0,1,43,38,1,11,61,8,21,48,12,36,3,0,28,3,3,66,12,4,0,18,63,62.18809980806142,57.14285714285714,66.23376623376623,-9.090909090909093
