matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,passes,penalties,pickups,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
105650104,811,812,2.0,4.0,0.0,0.0,0.0,47.0,0.0,48.0,4.0,4.0,17.0,145.0,49.0,77.0,17.0,0.0,26.0,44.0,57.0,5.0,52.0,37.0,9.0,6.0,8.0,7.0,0.0,60.0,15.0,3.0,77.0,63.0,11.0,27.0,81.0,9.0,51.0,0.0,21.4286,3.0,79.97805814591334,64.19753086419753,54.02298850574713,10.174542358450402
105650104,812,811,3.0,1.0,0.0,0.0,3.0,45.0,0.0,52.0,4.0,4.0,13.0,154.0,53.0,84.0,13.0,0.0,21.0,42.0,60.0,13.0,47.0,34.0,7.0,6.0,7.0,8.0,0.0,7.6923,15.0,2.0,84.0,67.0,15.0,28.0,87.0,2.0,49.0,0.0,22.2222,1.0,85.90235874931432,54.02298850574713,64.19753086419753,-10.174542358450402
