matchId,squadId,playerId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,minutesPlayed,badHandsPer60,badPassesPer60,blockedPer60,blocksPer60,breaksPer60,centrePassReceivesPer60,contactPenaltiesPer60,defensiveReboundsPer60,deflectionsPer60,feedsPer60,gainPer60,goalAssistsPer60,goalAttemptsPer60,goalMissesPer60,goalsPer60,interceptsPer60,missedGoalTurnoverPer60,obstructionPenaltiesPer60,offensiveReboundsPer60,offsidesPer60,penaltiesPer60,pickupsPer60,reboundsPer60,tossUpWinPer60,turnoversPer60,plusMinus,plusMinusPer60
90850103,807,80020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90850103,807,80076,0,1,0,0,0,1,8,1,1,0,1,0,0,0,0,0,0,4,0,0,12,0,1,0,1,60.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,1.0,0.0,1.0,4.0,4.0
90850103,807,80078,5,0,0,0,0,0,1,0,0,7,0,3,44,8,36,0,0,1,7,0,2,0,7,0,7,60.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,3.0,44.0,8.0,36.0,0.0,0.0,1.0,7.0,0.0,2.0,0.0,7.0,0.0,7.0,4.0,4.0
90850103,807,80080,0,0,0,0,0,0,14,5,5,0,7,0,0,0,0,2,0,3,0,0,17,0,5,0,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,17.0,0.0,5.0,0.0,0.0,4.0,4.0
90850103,807,80157,0,1,0,0,0,19,6,0,1,29,0,9,21,3,18,0,0,0,0,0,6,2,0,0,3,60.0,0.0,1.0,0.0,0.0,0.0,19.0,6.0,0.0,1.0,29.0,0.0,9.0,21.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,3.0,4.0,4.0
90850103,807,80346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90850103,807,80444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90850103,807,80472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90850103,807,80473,0,4,0,0,1,29,10,0,1,31,1,10,0,0,0,0,0,1,0,0,11,1,0,0,6,60.0,0.0,4.0,0.0,0.0,1.0,29.0,10.0,0.0,1.0,31.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,6.0,4.0,4.0
90850103,807,80571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
