matchId,squadId,oppSquadId,playerId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,minutesPlayed,feedsPer60,offsidesPer60,breaksPer60,deflectionsPer60,tossUpWinPer60,pickupsPer60,penaltiesPer60,badPassesPer60,badHandsPer60,goalAssistsPer60,goalMissesPer60,contactPenaltiesPer60,blockedPer60,centrePassReceivesPer60,obstructionPenaltiesPer60,blocksPer60,gainPer60,goalsPer60,reboundsPer60,defensiveReboundsPer60,missedGoalTurnoverPer60,turnoversPer60,offensiveReboundsPer60,interceptsPer60,goalAttemptsPer60,plusMinus,plusMinusPer60
80120501,801,803,80001,0,1,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,9.3,19.354838709677416,0.0,0.0,0.0,0.0,6.451612903225806,6.451612903225806,6.451612903225806,0.0,12.903225806451612,0.0,6.451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.451612903225806,0.0,0.0,0.0,3.0,19.354838709677416
80120501,801,803,80002,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,6,1,0,0,0,15.4,0.0,0.0,0.0,0.0,0.0,3.896103896103896,23.376623376623378,0.0,0.0,0.0,0.0,11.688311688311689,0.0,3.896103896103896,11.688311688311689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,35.064935064935064
80120501,801,803,80003,2,0,0,0,1,8,6,0,2,10,1,11,19,3,16,1,0,1,2,0,7,1,2,0,8,53.916666666666664,11.128284389489952,0.0,1.1128284389489953,2.2256568778979906,0.0,1.1128284389489953,7.789799072642968,0.0,2.2256568778979906,12.241112828438949,3.338485316846986,6.676970633693972,0.0,8.902627511591962,1.1128284389489953,0.0,1.1128284389489953,17.805255023183925,2.2256568778979906,0.0,0.0,8.902627511591962,2.2256568778979906,1.1128284389489953,21.14374034003091,31.0,34.497681607418855
80120501,801,803,80006,0,0,0,0,1,10,8,2,3,0,7,0,0,0,0,3,0,0,0,0,8,3,2,0,2,62.95,0.0,0.0,0.9531374106433677,2.859412231930103,0.0,2.859412231930103,7.625099285146941,0.0,0.0,0.0,0.0,7.625099285146941,0.0,9.531374106433677,0.0,0.0,6.671961874503573,0.0,1.9062748212867353,1.9062748212867353,0.0,1.9062748212867353,0.0,2.859412231930103,0.0,35.0,33.359809372517866
80120501,801,803,80010,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,3,0,2,0,0,6,3,0,0,0,47.55,0.0,0.0,0.0,3.7854889589905367,0.0,3.7854889589905367,7.5709779179810734,0.0,0.0,0.0,0.0,5.047318611987382,0.0,0.0,2.523659305993691,0.0,3.7854889589905367,0.0,0.0,0.0,0.0,0.0,0.0,3.7854889589905367,0.0,26.0,32.80757097791798
80120501,801,803,80014,0,0,0,0,0,0,4,0,1,19,1,15,0,0,0,1,0,2,0,0,6,2,0,0,0,53.65,21.24883504193849,0.0,0.0,1.1183597390493942,0.0,2.2367194780987885,6.710158434296366,0.0,0.0,16.775396085740912,0.0,4.473438956197577,0.0,0.0,2.2367194780987885,0.0,1.1183597390493942,0.0,0.0,0.0,0.0,0.0,0.0,1.1183597390493942,0.0,32.0,35.787511649580615
80120501,801,803,80015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80120501,801,803,80048,1,0,0,0,0,7,6,3,4,0,13,0,0,0,0,8,0,3,0,0,9,3,3,0,3,62.95,0.0,0.0,0.0,3.8125496425734706,0.0,2.859412231930103,8.57823669579031,0.0,0.9531374106433677,0.0,0.0,5.718824463860206,0.0,6.671961874503573,2.859412231930103,0.0,12.39078633836378,0.0,2.859412231930103,2.859412231930103,0.0,2.859412231930103,0.0,7.625099285146941,0.0,35.0,33.359809372517866
80120501,801,803,80067,1,0,0,0,0,22,6,0,1,25,0,21,0,0,0,0,0,2,0,1,8,0,0,0,3,62.95,23.828435266084192,0.9531374106433677,0.0,0.9531374106433677,0.0,0.0,7.625099285146941,0.0,0.9531374106433677,20.01588562351072,0.0,5.718824463860206,0.0,20.969023034154088,1.9062748212867353,0.0,0.0,0.0,0.0,0.0,0.0,2.859412231930103,0.0,0.0,0.0,35.0,33.359809372517866
80120501,801,803,80165,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,9.033333333333333,6.642066420664206,0.0,0.0,0.0,0.0,6.642066420664206,0.0,0.0,0.0,6.642066420664206,0.0,0.0,0.0,13.284132841328413,0.0,0.0,0.0,6.642066420664206,0.0,0.0,0.0,0.0,0.0,0.0,6.642066420664206,4.0,26.568265682656826
80120501,801,803,80295,0,1,0,0,0,0,1,0,0,2,1,2,59,1,58,1,0,0,0,0,1,0,0,0,2,62.95,1.9062748212867353,0.0,0.0,0.0,0.0,0.0,0.9531374106433677,0.9531374106433677,0.0,1.9062748212867353,0.9531374106433677,0.9531374106433677,0.0,0.0,0.0,0.0,0.9531374106433677,55.28196981731532,0.0,0.0,0.0,1.9062748212867353,0.0,0.9531374106433677,56.23510722795869,35.0,33.359809372517866
80120501,801,803,80312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80120501,803,801,80024,0,0,0,0,0,2,7,0,3,0,1,0,0,0,0,1,0,3,0,0,10,5,0,0,0,47.55,0.0,0.0,0.0,3.7854889589905367,0.0,6.309148264984228,12.618296529968456,0.0,0.0,0.0,0.0,8.83280757097792,0.0,2.523659305993691,3.7854889589905367,0.0,1.2618296529968456,0.0,0.0,0.0,0.0,0.0,0.0,1.2618296529968456,0.0,-26.0,-32.80757097791798
80120501,803,801,80030,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6.466666666666667,0.0,0.0,0.0,0.0,0.0,0.0,18.556701030927833,9.278350515463917,0.0,0.0,0.0,18.556701030927833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.556701030927833,0.0,0.0,0.0,-5.0,-46.39175257731958
80120501,803,801,80037,0,1,0,0,0,3,12,0,2,0,2,0,0,0,0,0,0,0,0,0,12,3,0,0,1,62.95,0.0,0.0,0.0,1.9062748212867353,0.0,2.859412231930103,11.437648927720412,0.9531374106433677,0.0,0.0,0.0,11.437648927720412,0.0,2.859412231930103,0.0,0.0,1.9062748212867353,0.0,0.0,0.0,0.0,0.9531374106433677,0.0,0.0,0.0,-35.0,-33.359809372517866
