matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,timeInPossession,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
95631305,803,6,2,0,0,1,43,52,0,11,50,5,21,55,8,47,0,0,0,5,0,18,4,4,72,3,4,0,0,15,66,64.07766990291262,71.21212121212122,76.47058823529412,-5.258467023172898
95631305,809,1,3,0,0,7,43,61,3,13,56,9,34,56,4,52,0,0,0,6,0,19,3,0,81,6,6,0,0,15,68,66.01941747572816,76.47058823529412,71.21212121212122,5.258467023172898
