matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60,oppSquadId
119460103,811,1001711,80475,994224,991901,80701,80577,80343,0,2571,0,43,0,37,2571,6,8.401400233372229,813
119460103,811,1001711,80475,994224,991901,1001356,80577,80343,2571,3433,43,60,37,44,862,10,41.76334106728538,813
119460103,811,1001711,80475,994224,991901,1001356,1016035,80343,3433,3600,60,62,44,47,167,-1,-21.55688622754491,813
119460103,813,1014724,80444,1006791,80776,1006758,80582,993041,0,900,0,11,0,15,900,-4,-16.0,811
119460103,813,1014724,80444,1001583,80776,1006758,80582,993041,900,1178,11,12,15,20,278,-4,-51.798561151079134,811
119460103,813,1014724,80444,1001583,80776,1006758,992995,993041,1178,1347,12,14,20,24,169,-2,-42.603550295857985,811
119460103,813,1014724,80287,1001583,80776,1006758,992995,993041,1347,1623,14,19,24,29,276,0,0.0,811
119460103,813,1014724,80287,1001583,80776,80304,992995,993041,1623,1800,19,22,29,31,177,1,20.338983050847457,811
119460103,813,1014724,80287,1006791,80776,80304,992995,993041,1800,2024,22,26,31,36,224,-1,-16.07142857142857,811
119460103,813,1014724,80287,1006791,80776,80304,80582,993041,2024,2700,26,38,36,46,676,2,10.650887573964496,811
119460103,813,1014724,80287,1006791,80776,1006758,80582,993041,2700,2973,38,41,46,51,273,-2,-26.373626373626376,811
119460103,813,1014724,80444,1006791,80776,1006758,80582,993041,2973,3211,41,43,51,56,238,-3,-45.3781512605042,811
119460103,813,80710,80444,1006791,80776,1006758,80582,993041,3211,3600,43,47,56,62,389,-2,-18.50899742930591,811
