matchId,squadId,playerId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,quartersPlayed,rebounds,tossUpWin,turnovers
100830901,801,80045,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,2,1,0,0,1
100830901,801,80045,2,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,15,0,1,0,0,0,3,0,3,1,0,0,0
100830901,801,80045,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,2,0,1,1,0,0,0
100830901,801,80045,4,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,15,0,0,0,1,0,3,0,2,1,0,0,2
100830901,801,80067,1,0,0,1,0,0,5,1,0,0,9,3,0,2,5,2,3,0,15,0,0,0,0,3,1,1,12,1,0,0,0
100830901,801,80067,2,1,0,0,0,0,2,0,0,0,8,2,0,0,6,2,4,0,15,0,0,0,0,2,0,0,8,1,0,0,2
100830901,801,80067,3,0,0,0,0,0,7,0,0,0,17,8,0,6,9,5,4,0,15,0,0,0,0,8,0,3,19,1,0,0,2
100830901,801,80067,4,0,0,0,0,0,4,1,0,0,10,3,0,0,7,2,5,0,15,0,1,0,0,3,2,1,12,1,0,0,2
100830901,801,80127,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,5,1,1,1,0,0,1
100830901,801,80127,2,0,0,0,0,0,0,6,1,0,3,0,2,0,0,0,0,1,15,0,1,0,0,0,7,0,5,1,1,0,0
100830901,801,80127,3,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,15,0,3,0,0,0,3,0,3,1,0,0,0
100830901,801,80127,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,5,1,2,1,0,0,0
100830901,801,80146,1,0,1,0,0,0,0,0,0,0,6,5,0,2,0,0,0,0,15,0,0,0,1,5,0,0,1,1,0,0,2
100830901,801,80146,2,0,0,0,0,0,0,2,0,1,3,3,0,1,0,0,0,0,6,0,0,0,0,3,2,0,0,1,0,0,0
100830901,801,80146,3,0,0,0,0,0,0,4,0,0,9,9,0,2,0,0,0,0,15,0,0,0,0,9,4,1,2,1,0,0,0
100830901,801,80146,4,0,0,0,0,0,0,1,0,0,4,4,0,2,0,0,0,0,15,0,0,0,0,4,1,0,0,1,0,0,1
100830901,801,80301,1,0,0,0,0,0,5,1,0,1,7,6,0,2,0,0,0,0,15,0,0,0,1,6,1,0,6,1,0,0,0
100830901,801,80301,2,0,0,0,0,0,5,0,0,0,7,6,0,0,0,0,0,0,15,0,2,0,1,6,2,0,6,1,0,0,0
100830901,801,80301,3,0,1,0,0,0,4,0,0,1,12,12,0,2,0,0,0,0,15,0,0,0,0,12,0,1,5,1,0,0,1
100830901,801,80301,4,0,0,0,0,0,8,1,0,0,8,8,0,2,0,0,0,0,15,0,0,0,0,8,1,0,8,1,0,0,1
100830901,801,80353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
