matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,rebounds,timeInPossession,tossUpWin,turnovers,pacePer60,offensiveRating,defensiveRating,netRating
100830901,801,2,3,1,0,1,49,46,2,10,163,75,5,23,72,22,50,29,4,17,2,0,16,6,4,75,62,11,103,8,49,0,37,101.17326057298772,48.54368932038835,62.76595744680851,-14.222268126420154
100830901,8117,2,4,0,1,3,50,50,6,21,157,79,22,35,66,7,59,36,10,13,12,0,13,2,1,79,63,8,94,8,51,0,30,92.33287858117326,62.76595744680851,48.54368932038835,14.222268126420154
