matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60,oppSquadId
124381003,9698,1010545,1014126,1016033,1004473,1001356,1007219,1004510,0,3560,0,71,0,61,3560,10,10.112359550561798,807
124381003,9698,1010545,1014126,1016033,1009742,1001356,1007219,1004510,3560,3600,71,73,61,61,40,2,180.0,807
124381003,807,1021253,1007306,1004472,1015274,1033807,1016035,1029513,0,1165,0,18,0,19,1165,-1,-3.0901287553648067,9698
124381003,807,1021253,1029501,1004472,1015274,1033807,1016035,1029513,1165,1800,18,30,19,34,635,-3,-17.00787401574803,9698
124381003,807,1021253,1007306,1015274,1033807,1029515,1016035,1029513,1800,2068,30,32,34,40,268,-4,-53.731343283582085,9698
124381003,807,1021253,1029501,1015274,1033807,1029515,1016035,1029513,2068,2224,32,35,40,42,156,1,23.076923076923077,9698
124381003,807,1021253,1029501,1015274,1004472,1029515,1016035,1029513,2224,2415,35,37,42,47,191,-3,-56.54450261780105,9698
124381003,807,1021253,1029501,1015274,1004472,1033807,1016035,1029513,2415,2700,37,42,47,53,285,-1,-12.631578947368421,9698
124381003,807,1021253,1029501,1004472,1015274,1033807,1016035,1029513,2700,3078,42,50,53,61,378,0,0.0,9698
124381003,807,1021253,1029501,1004472,1015274,1033807,1016035,1029985,3078,3600,50,61,61,73,522,-1,-6.8965517241379315,9698
