matchId,playerId,squadId,minutesPlayed
117060301,1013675,806,40.0
117060301,1013431,806,40.0
117060301,1009742,806,20.0
117060301,80574,806,40.0
117060301,1003784,806,20.0
117060301,998404,806,40.0
117060301,1007299,806,40.0
117060301,1014127,806,20.0
117060301,80439,806,20.0
117060301,993463,807,40.0
117060301,1021092,807,30.0
117060301,1007220,807,30.0
117060301,80833,807,40.0
117060301,991905,807,30.0
117060301,1016035,807,40.0
117060301,80530,807,30.0
117060301,1021253,807,20.0
117060301,1025019,807,0.0
117060301,1019380,807,0.0
117060301,1015274,807,10.0
117060301,1025020,807,10.0
